# Time-averaged data for fix myat3
# TimeStep v_mydensity
153500 0.011765
153600 0.0117823
153700 0.0118003
153800 0.0118192
153900 0.011839
154000 0.0118597
154100 0.0118812
154200 0.0119036
154300 0.011927
154400 0.0119517
154500 0.0119782
154600 0.0120065
154700 0.0120358
154800 0.0120655
154900 0.0120952
155000 0.0121252
155100 0.0121559
155200 0.0121879
155300 0.0122209
155400 0.0122544
155500 0.0122878
155600 0.012321
155700 0.0123542
155800 0.0123871
155900 0.0124191
156000 0.0124501
156100 0.0124798
156200 0.0125082
156300 0.0125358
156400 0.012563
156500 0.0125895
156600 0.0126153
156700 0.0126406
156800 0.0126654
156900 0.01269
157000 0.0127146
157100 0.012739
157200 0.0127628
157300 0.0127862
157400 0.0128093
157500 0.0128322
157600 0.0128545
157700 0.0128762
157800 0.0128971
157900 0.012917
158000 0.0129359
158100 0.0129544
158200 0.0129731
158300 0.0129923
158400 0.0130124
158500 0.0130335
158600 0.0130556
158700 0.0130784
158800 0.0131017
158900 0.0131248
159000 0.0131473
159100 0.0131693
159200 0.0131911
159300 0.0132127
159400 0.0132339
159500 0.0132544
159600 0.0132742
159700 0.0132934
159800 0.0133119
159900 0.0133294
160000 0.0133464
160100 0.013363
160200 0.0133792
160300 0.0133954
160400 0.013412
160500 0.0134296
160600 0.0134482
160700 0.0134679
160800 0.0134888
160900 0.0135106
161000 0.0135331
161100 0.0135559
161200 0.0135792
161300 0.0136036
161400 0.0136289
161500 0.0136547
161600 0.0136803
161700 0.0137055
161800 0.0137305
161900 0.0137555
162000 0.0137804
162100 0.0138053
162200 0.0138306
162300 0.0138565
162400 0.0138827
162500 0.0139089
162600 0.0139351
162700 0.0139619
162800 0.0139893
162900 0.0140161
163000 0.0140417
163100 0.0140661
163200 0.0140891
163300 0.01411
163400 0.0141282
163500 0.0141431
163600 0.0141549
163700 0.0141638
163800 0.0141707
163900 0.0141766
164000 0.0141818
164100 0.0141868
164200 0.0141919
164300 0.0141978
164400 0.0142047
164500 0.0142123
164600 0.0142206
164700 0.0142299
164800 0.0142402
164900 0.0142522
165000 0.0142662
165100 0.0142822
165200 0.0142999
165300 0.0143189
165400 0.0143385
165500 0.0143585
165600 0.0143787
165700 0.0143995
165800 0.0144199
165900 0.0144394
166000 0.0144583
166100 0.0144768
166200 0.0144946
166300 0.0145118
166400 0.0145284
166500 0.0145447
166600 0.014561
166700 0.0145769
166800 0.0145924
166900 0.0146081
167000 0.0146239
167100 0.0146393
167200 0.0146542
167300 0.0146685
167400 0.0146821
167500 0.0146954
167600 0.0147084
167700 0.0147211
167800 0.0147336
167900 0.0147457
168000 0.0147576
168100 0.0147692
168200 0.0147801
168300 0.0147906
168400 0.0148012
168500 0.0148123
168600 0.0148242
168700 0.0148368
168800 0.0148501
168900 0.0148634
169000 0.0148763
169100 0.0148885
169200 0.0148999
169300 0.0149097
169400 0.0149174
169500 0.0149232
169600 0.0149274
169700 0.0149298
169800 0.0149298
169900 0.0149279
170000 0.0149245
170100 0.01492
170200 0.0149151
170300 0.0149106
170400 0.0149066
170500 0.0149037
170600 0.0149021
170700 0.0149022
170800 0.0149038
170900 0.0149067
171000 0.0149113
171100 0.0149183
171200 0.0149275
171300 0.0149389
171400 0.0149524
171500 0.0149675
171600 0.0149841
171700 0.0150022
171800 0.0150218
171900 0.0150431
172000 0.015066
172100 0.0150904
172200 0.015116
172300 0.0151425
172400 0.0151697
172500 0.0151973
172600 0.0152255
172700 0.0152544
172800 0.0152833
172900 0.0153118
173000 0.0153398
173100 0.0153673
173200 0.0153945
173300 0.0154211
173400 0.0154465
173500 0.0154708
173600 0.0154943
173700 0.0155178
173800 0.0155418
173900 0.0155663
174000 0.0155909
174100 0.0156159
174200 0.0156419
174300 0.0156688
174400 0.0156968
174500 0.015726
174600 0.0157564
174700 0.0157883
174800 0.0158223
174900 0.0158585
175000 0.0158967
175100 0.0159367
175200 0.015978
175300 0.0160197
175400 0.0160614
175500 0.0161027
175600 0.0161438
175700 0.0161842
175800 0.0162241
175900 0.0162632
176000 0.0163013
176100 0.0163382
176200 0.0163733
176300 0.0164065
176400 0.0164376
176500 0.0164658
176600 0.0164908
176700 0.0165131
176800 0.0165343
176900 0.0165551
177000 0.0165755
177100 0.0165951
177200 0.016614
177300 0.0166322
177400 0.0166501
177500 0.0166671
177600 0.0166829
177700 0.0166978
177800 0.0167125
177900 0.0167275
178000 0.0167435
178100 0.0167604
178200 0.0167783
178300 0.0167972
178400 0.0168173
178500 0.0168386
178600 0.0168611
178700 0.0168852
178800 0.0169109
178900 0.0169385
179000 0.0169677
179100 0.0169985
179200 0.0170303
179300 0.0170619
179400 0.0170932
179500 0.0171241
179600 0.017155
179700 0.0171864
179800 0.0172188
179900 0.0172513
180000 0.0172829
180100 0.0173127
180200 0.0173395
180300 0.0173631
180400 0.0173845
180500 0.0174046
180600 0.0174233
180700 0.0174405
180800 0.0174566
180900 0.0174719
181000 0.0174869
181100 0.0175011
181200 0.0175145
181300 0.0175274
181400 0.0175396
181500 0.0175509
181600 0.0175617
181700 0.0175722
181800 0.0175827
181900 0.0175937
182000 0.0176057
182100 0.0176198
182200 0.0176361
182300 0.0176547
182400 0.017676
182500 0.0177003
182600 0.0177276
182700 0.0177576
182800 0.0177903
182900 0.0178255
183000 0.0178623
183100 0.0179
183200 0.0179384
183300 0.0179773
183400 0.0180163
183500 0.0180547
183600 0.0180924
183700 0.0181296
183800 0.018166
183900 0.0182019
184000 0.0182369
184100 0.0182712
184200 0.0183046
184300 0.0183367
184400 0.0183674
184500 0.0183972
184600 0.0184269
184700 0.018456
184800 0.0184841
184900 0.0185109
185000 0.0185363
185100 0.0185605
185200 0.0185834
185300 0.0186054
185400 0.0186269
185500 0.018648
185600 0.0186691
185700 0.0186908
185800 0.0187133
185900 0.018737
186000 0.018762
186100 0.0187884
186200 0.0188164
186300 0.0188455
186400 0.0188754
186500 0.0189057
186600 0.0189361
186700 0.0189667
186800 0.0189974
186900 0.0190286
187000 0.0190601
187100 0.0190911
187200 0.0191205
187300 0.0191474
187400 0.0191716
187500 0.0191935
187600 0.019214
187700 0.0192332
187800 0.0192514
187900 0.0192679
188000 0.0192832
188100 0.0192988
188200 0.0193155
188300 0.0193329
188400 0.0193509
188500 0.019369
