# Time-averaged data for fix myat2
# TimeStep v_solute_right
412000 50
413000 50
414000 50
415000 50
416000 50
417000 50
418000 50
419000 50
420000 50
421000 50
422000 50
423000 50
424000 50
425000 50
426000 50
427000 50
428000 50
429000 50
430000 50
431000 50
432000 50
433000 50
434000 50
435000 50
436000 50
437000 50
438000 50
439000 50
440000 50
441000 50
442000 50
443000 50
444000 50
445000 50
446000 50
447000 50
448000 50
449000 50
450000 50
451000 50
452000 50
453000 50
454000 50
455000 50
456000 50
457000 50
458000 50
459000 50
460000 50
461000 50
462000 50
463000 50
464000 50
465000 50
466000 50
467000 50
468000 50
469000 50
470000 50
471000 50
472000 50
473000 50
474000 50
475000 50
476000 50
477000 50
478000 50
479000 50
480000 50
481000 50
482000 50
483000 50
484000 50
485000 50
486000 50
487000 50
488000 50
489000 50
490000 50
491000 50
492000 50
493000 50
494000 50
495000 50
496000 50
497000 50
498000 50
499000 50
500000 50
501000 50
502000 50
503000 50
504000 50
505000 50
506000 50
507000 50
508000 50
509000 50
510000 50
511000 50
512000 50
513000 50
514000 50
515000 50
516000 50
517000 50
518000 50
519000 50
520000 50
521000 50
522000 50
523000 50
524000 50
525000 50
526000 50
527000 50
528000 50
529000 50
530000 50
531000 50
532000 50
533000 50
534000 50
535000 50
536000 50
537000 50
538000 50
539000 50
540000 50
541000 50
542000 50
543000 50
544000 50
545000 50
546000 50
547000 50
548000 50
549000 50
550000 50
551000 50
552000 50
553000 50
554000 50
555000 50
556000 50
557000 50
558000 50
559000 50
560000 50
561000 50
562000 50
563000 50
564000 50
565000 50
566000 50
567000 50
568000 50
569000 50
570000 50
571000 50
572000 50
573000 50
574000 50
575000 50
576000 50
577000 50
578000 50
579000 50
580000 50
581000 50
582000 50
583000 50
584000 50
585000 50
586000 50
587000 50
588000 50
589000 50
590000 50
591000 50
592000 50
593000 50
594000 50
595000 50
596000 50
597000 50
598000 50
599000 50
600000 50
601000 50
602000 50
603000 50
604000 50
605000 50
606000 50
607000 50
608000 50
609000 50
610000 50
611000 50
612000 50
613000 50
614000 50
615000 50
616000 50
617000 50
618000 50
619000 50
620000 50
621000 50
622000 50
623000 50
624000 50
625000 50
626000 50
627000 50
628000 50
629000 50
630000 50
631000 50
632000 50
633000 50
634000 50
635000 50
636000 50
637000 50
638000 50
639000 50
640000 50
641000 50
642000 50
643000 50
644000 50
645000 50
646000 50
647000 50
648000 50
649000 50
650000 50
651000 50
652000 50
653000 50
654000 50
655000 50
656000 50
657000 50
658000 50
659000 50
660000 50
661000 50
662000 50
663000 50
664000 50
665000 50
666000 50
667000 50
668000 50
669000 50
670000 50
671000 50
672000 50
673000 50
674000 50
675000 50
676000 50
677000 50
678000 50
679000 50
680000 50
681000 50
682000 50
683000 50
684000 50
685000 50
686000 50
687000 50
688000 50
689000 50
690000 50
691000 50
692000 50
693000 50
694000 50
695000 50
696000 50
697000 50
698000 50
699000 50
700000 50
701000 50
702000 50
703000 50
704000 50
705000 50
706000 50
707000 50
708000 50
709000 50
710000 50
711000 50
712000 50
713000 50
714000 50
715000 50
716000 50
717000 50
718000 50
719000 50
720000 50
721000 50
722000 50
723000 50
724000 50
725000 50
726000 50
727000 50
728000 50
729000 50
730000 50
731000 50
732000 50
733000 50
734000 50
735000 50
736000 50
737000 50
738000 50
739000 50
740000 50
741000 50
742000 50
743000 50
744000 50
745000 50
746000 50
747000 50
748000 50
749000 50
750000 50
751000 50
752000 50
753000 50
754000 50
755000 50
756000 50
757000 50
758000 50
759000 50
760000 50
761000 50
762000 50
763000 50
764000 50
765000 50
766000 50
767000 50
768000 50
769000 50
770000 50
771000 50
772000 50
773000 50
774000 50
775000 50
776000 50
777000 50
778000 50
779000 50
780000 50
781000 50
782000 50
783000 50
784000 50
785000 50
786000 50
787000 50
788000 50
789000 50
790000 50
791000 50
792000 50
793000 50
794000 50
795000 50
796000 50
797000 50
798000 50
799000 50
800000 50
801000 50
802000 50
803000 50
804000 50
805000 50
806000 50
807000 50
808000 50
809000 50
810000 50
811000 50
812000 50
813000 50
814000 50
815000 50
816000 50
817000 50
818000 50
819000 50
820000 50
821000 50
822000 50
823000 50
824000 50
825000 50
826000 50
827000 50
828000 50
829000 50
830000 50
831000 50
832000 50
833000 50
834000 50
835000 50
836000 50
837000 50
838000 50
839000 50
840000 50
841000 50
842000 50
843000 50
844000 50
845000 50
846000 50
847000 50
848000 50
849000 50
850000 50
851000 50
852000 50
853000 50
854000 50
855000 50
856000 50
857000 50
858000 50
859000 50
860000 50
861000 50
862000 50
863000 50
864000 50
865000 50
866000 50
867000 50
868000 50
869000 50
870000 50
871000 50
872000 50
873000 50
874000 50
875000 50
876000 50
877000 50
878000 50
879000 50
880000 50
881000 50
882000 50
883000 50
884000 50
885000 50
886000 50
887000 50
888000 50
889000 50
890000 50
891000 50
892000 50
893000 50
894000 50
895000 50
896000 50
897000 50
898000 50
899000 50
900000 50
901000 50
902000 50
903000 50
904000 50
905000 50
906000 50
907000 50
908000 50
909000 50
910000 50
911000 50
912000 50
913000 50
914000 50
915000 50
916000 50
917000 50
918000 50
919000 50
920000 50
921000 50
922000 50
923000 50
924000 50
925000 50
926000 50
927000 50
928000 50
929000 50
930000 50
931000 50
932000 50
933000 50
934000 50
935000 50
936000 50
937000 50
938000 50
939000 50
940000 50
941000 50
942000 50
943000 50
944000 50
945000 50
946000 50
947000 50
948000 50
949000 50
950000 50
951000 50
952000 50
953000 50
954000 50
955000 50
956000 50
957000 50
958000 50
959000 50
960000 50
961000 50
962000 50
963000 50
964000 50
965000 50
966000 50
967000 50
968000 50
969000 50
970000 50
971000 50
972000 50
973000 50
974000 50
975000 50
976000 50
977000 50
978000 50
979000 50
980000 50
981000 50
982000 50
983000 50
984000 50
985000 50
986000 50
987000 50
988000 50
989000 50
990000 50
991000 50
992000 50
993000 50
994000 50
995000 50
996000 50
997000 50
998000 50
999000 50
1000000 50
